DATE	CE_BRAND_FLVR	BRAND_NM	Btlr_Org_LVL_C_Desc	CHNL_GROUP	TRADE_CHNL_DESC	PKG_CAT	Pkg_Cat_Desc	TSR_PCKG_NM	$ Volume	YEAR	MONTH	PERIOD
1/1/2006	3440	 LEMON	CANADA	LEISURE	SPORT VENUE	N20O	20Z/600ML	.591L NRP 24L	22.48	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERETTE	N20O	20Z/600ML	20Z NRP 24L	100	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	66.14	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	222.5	2006	1	1
1/1/2006	3440	 LEMON	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	302.5	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	10	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	-4.22	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	.591L NRP 24L	59.95	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	300	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	85	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	45	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	396.87	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	35.92	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	.591L NRP 24L *	12.49	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	SUPERS	MILITARY-COMMISARY	N56P	500ML 6P	.5L NRP 6P	10.56	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	152.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20z NRP 24L S	27.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	87.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20z NRP 24L S	445	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	3552.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N56P	500ML 6P	.5L NRP 6P	2.11	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	33.81	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	412.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1137.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	67.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20Z NRP 24L	195	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	121.25	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	125.62	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	175	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	1042.5	2006	1	1
1/1/2006	3440	 LEMON	WEST	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	473.41	2006	1	1
1/1/2006	3554	 STRAWBERRY	MIDWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1497.5	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	12.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20z NRP 24L S	212.6	2006	1	1
1/1/2006	3441	 RASPBERRY	CANADA	LEISURE	LODGING	N20O	20Z/600ML	.591L NRP 24L	9.99	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20z NRP 24L S	20	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	0	2006	1	1
1/1/2006	3441	 RASPBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1327.5	2006	1	1
1/1/2006	3440	 LEMON	WEST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	0	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	410	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20z NRP 24L S	22.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	SUPERETTE	N20O	20Z/600ML	20z NRP 24L S	12.5	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	1082.5	2006	1	1
1/1/2006	3441	 RASPBERRY	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	114.91	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N56P	500ML 6P	.5L NRP 6P	4.22	2006	1	1
1/1/2006	3441	 RASPBERRY	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	162.73	2006	1	1
1/1/2006	3440	 LEMON	WEST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	269.37	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	15	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N56P	500ML 6P	.5L NRP 6P	23.24	2006	1	1
1/1/2006	3440	 LEMON	CANADA	CLUBS	CASH + CARRY RETAIL	N20O	20Z/600ML	.591L NRP 24L	12.49	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	16.9	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	2107.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	128.91	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	5	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	67.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20Z NRP 24L	52.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N56P	500ML 6P	.5L NRP 6P	4.22	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	127.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	.591L NRP 24L	359.72	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	47.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	37.5	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	305	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	137.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	322.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	10	2006	1	1
1/1/2006	3440	 LEMON	WEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	14.79	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	635	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20z NRP 24L S	10	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERETTE	N20O	20Z/600ML	20z NRP 24L S	5	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	50	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20z NRP 24L S	17.5	2006	1	1
1/1/2006	3440	 LEMON	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	107.41	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	120	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20Z NRP 24L	207.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	3958.46	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	68.33	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	297.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	15	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	5	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	605	2006	1	1
1/1/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	450.16	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	435	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	20	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	5	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	SUPERS	SUPERMARKET	N20O	20Z/600ML	.591L NRP 24L	112.41	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	377.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20z NRP 24L S	114.89	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	215	2006	1	1
1/1/2006	3440	 LEMON	CANADA	DRUG STORES	DRUG STORE	N20O	20Z/600ML	.591L NRP 24L *	167.37	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	LEISURE	LODGING	N20O	20Z/600ML	20Z NRP 24L	85	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	60	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	55	2006	1	1
1/1/2006	3554	 STRAWBERRY	MIDWEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	5	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	505.11	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	164.37	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	40	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	6.34	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20z NRP 24L S	117.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	5	2006	1	1
1/1/2006	3554	 STRAWBERRY	MIDWEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N56P	500ML 6P	.5L NRP 6P	4.22	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	41.45	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	DRUG STORES	DRUG STORE	N20O	20Z/600ML	.591L NRP 24L	182.36	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	40	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20Z NRP 24L	32.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	LEISURE	SPORT VENUE	N20O	20Z/600ML	20z NRP 24L S	5	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	100	2006	1	1
1/1/2006	3441	 RASPBERRY	CANADA	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	.591L NRP 24L *	32.47	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	150	2006	1	1
1/1/2006	3440	 LEMON	CANADA	SUPERS	SUPERETTE	N20O	20Z/600ML	.591L NRP 24L	19.98	2006	1	1
1/1/2006	3440	 LEMON	CANADA	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	.591L NRP 24L *	2.49	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	382.5	2006	1	1
1/1/2006	3441	 RASPBERRY	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	42.5	2006	1	1
1/1/2006	3440	 LEMON	WEST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	978.52	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20z NRP 24L S	7.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	260	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	710	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	12.68	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P S	118.35	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	LEISURE	LODGING	N20O	20Z/600ML	20Z NRP 24L	93.12	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	20	2006	1	1
1/1/2006	3440	 LEMON	SOUTHWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	725	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20z NRP 24L S	25	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N56P	500ML 6P	.5L NRP 6P	2.11	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	215	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	10	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	2.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHEAST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20Z NRP 24L	185.2	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	2142.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	42.46	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	2.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	7.5	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	268.4	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	5	2006	1	1
1/1/2006	3441	 RASPBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	2.11	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	267.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	MIDWEST	SUPERS	MILITARY-COMMISARY	N56P	500ML 6P	.5L NRP 6P	4.22	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	67.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	CANADA	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	.591L NRP 24L *	567.06	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	35	2006	1	1
1/1/2006	3441	 RASPBERRY	WEST	SUPERS	MILITARY-COMMISARY	N56P	500ML 6P	.5L NRP 6P	4.22	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	127.5	2006	1	1
1/1/2006	3440	 LEMON	CANADA	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	84.93	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHWEST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	57.5	2006	1	1
1/1/2006	3440	 LEMON	CANADA	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	.591L NRP 24L	-7.49	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	86.65	2006	1	1
1/1/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	SUPERETTE	N20O	20Z/600ML	20Z NRP 24L	50	2006	1	1
1/1/2006	3440	 LEMON	NORTHEAST	CLUBS	CLUB STORE	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	67.5	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	15	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	5.62	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	3153.24	2006	1	1
1/1/2006	3440	 LEMON	CANADA	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	145.82	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20z NRP 24L S	15	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	320.31	2006	1	1
1/1/2006	3441	 RASPBERRY	CANADA	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	.591L NRP 24L	92.42	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	10	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	0	2006	1	1
1/1/2006	3554	 STRAWBERRY	SOUTHWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	16.9	2006	1	1
1/1/2006	3554	 STRAWBERRY	WEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	17.5	2006	1	1
1/1/2006	3440	 LEMON	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	-4.22	2006	1	1
1/1/2006	3554	 STRAWBERRY	GREAT LAKES	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	17.5	2006	1	1
1/1/2006	3440	 LEMON	MIDWEST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	338.15	2006	1	1
1/1/2006	3441	 RASPBERRY	GREAT LAKES	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	15	2006	1	1
1/1/2006	3441	 RASPBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	5	2006	1	1
1/1/2006	3441	 RASPBERRY	SOUTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	1817.5	2006	1	1
1/1/2006	3440	 LEMON	CANADA	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	.591L NRP 24L	9.99	2006	1	1
1/1/2006	3440	 LEMON	WEST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20Z NRP 24L	112.5	2006	1	1
1/1/2006	3440	 LEMON	GREAT LAKES	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	95	2006	1	1
