DATE	CE_BRAND_FLVR	BRAND_NM	Btlr_Org_LVL_C_Desc	CHNL_GROUP	TRADE_CHNL_DESC	PKG_CAT	Pkg_Cat_Desc	TSR_PCKG_NM	$ Volume	YEAR	MONTH	PERIOD
2/22/2006	3441	 RASPBERRY	MIDWEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	402.81	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	642.5	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	450.16	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	.591L NRP 24L *	12.49	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	LEISURE	LODGING	N20O	20Z/600ML	20z NRP 24L S	7.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20z NRP 24L S	92.5	2006	2	4
2/22/2006	3440	 LEMON	CANADA	SUPERS	SUPERETTE	N20O	20Z/600ML	.591L NRP 24L	59.95	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	47.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20Z NRP 24L	220	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	16.25	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	2205	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20z NRP 24L S	25	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20z NRP 24L S	57.5	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	697.43	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	.591L NRP 24L *	479.63	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	WHOLESALE	WHOLESALE	N56P	500ML 6P	.5L NRP 6P	126.8	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	242.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20z NRP 24L S	545.72	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	2.11	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	602.32	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	0	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20z NRP 24L S	17.5	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	97.5	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	1990	2006	2	4
2/22/2006	3440	 LEMON	CANADA	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	.591L NRP 24L *	52.45	2006	2	4
2/22/2006	3440	 LEMON	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	22.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	295	2006	2	4
2/22/2006	3440	 LEMON	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	407.89	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	14.79	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	2	4
2/22/2006	3440	 LEMON	CANADA	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	.591L NRP 24L	549.57	2006	2	4
2/22/2006	3554	 STRAWBERRY	MIDWEST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	492.43	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	52.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	70	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	4330.43	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	762.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	45	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	2.5	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20z NRP 24L S	62.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	2042.5	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	1077.85	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	3666.81	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	5	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	.591L NRP 24L *	2.49	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	WHOLESALE	WHOLESALE	N56P	500ML 6P	.5L NRP 6P	2.11	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20Z NRP 24L	280	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	145	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N56P	500ML 6P	.5L NRP 6P	6.34	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20z NRP 24L S	12.5	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20Z NRP 24L	72.5	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	50.72	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	35.92	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	5	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	.591L NRP 24L *	27.47	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	110	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20Z NRP 24L	72.5	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	1345	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20z NRP 24L S	180	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	.591L NRP 24L	4.99	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	360	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	32.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	333.92	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	114.47	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	16.9	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1875	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N56P	500ML 6P	.5L NRP 6P	2.11	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20z NRP 24L S	185	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	WHOLESALE	WHOLESALE	N20O	20Z/600ML	.591L NRP 24L	59.95	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	31.7	2006	2	4
2/22/2006	3440	 LEMON	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	1077.5	2006	2	4
2/22/2006	3440	 LEMON	CANADA	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P*	653.05	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	32.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20z NRP 24L S	473.75	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	WORKPLACE	PLANT / OFFICE	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	97.5	2006	2	4
2/22/2006	3440	 LEMON	WEST	LEISURE	SPORT VENUE	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	FOOD SERVICE	RESTAURANT	N56P	500ML 6P	.5L NRP 6P	4.22	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	96.25	2006	2	4
2/22/2006	3440	 LEMON	SOUTHWEST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	10	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	45	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	137.5	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	132.5	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	494.54	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P S	12.68	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	132.39	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	851.87	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	LEISURE	SPORT VENUE	N56P	500ML 6P	.5L NRP 6P	2.11	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	260	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	12.68	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	16.87	2006	2	4
2/22/2006	3440	 LEMON	CANADA	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P*	4.22	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	242.5	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	12.5	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	110	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	537.5	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	-2.5	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	535	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P*	63.4	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	DRUG STORES	DRUG STORE	N20O	20Z/600ML	.591L NRP 24L	294.77	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	7.5	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	2817.5	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	1728.79	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20z NRP 24L S	35	2006	2	4
2/22/2006	3441	 RASPBERRY	WEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	19.02	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	1170	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	2.11	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	752.38	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	CLUBS	CLUB STORE	N20O	20Z/600ML	20z NRP 24L S	5	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	47.5	2006	2	4
2/22/2006	3440	 LEMON	CANADA	SUPERS	SUPERETTE	N20O	20Z/600ML	.591L NRP 24L *	39.96	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20z NRP 24L S	27.5	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	895	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	239.58	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	LEISURE	LODGING	N20O	20Z/600ML	20z NRP 24L S	32.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	173.3	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	182.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	NORTHEAST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	17.5	2006	2	4
2/22/2006	3440	 LEMON	WEST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	40.15	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20z NRP 24L S	72.5	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	1223.68	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1177.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	NORTHEAST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	1367.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	240	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	15.62	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	.591L NRP 24L *	32.47	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHWEST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	38.04	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20Z NRP 24L	410	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	147.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	-2.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	110	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	380	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	185.31	2006	2	4
2/22/2006	3440	 LEMON	CANADA	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P*	21.13	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P*	21.13	2006	2	4
2/22/2006	3554	 STRAWBERRY	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20z NRP 24L S	32.5	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	240.93	2006	2	4
2/22/2006	3554	 STRAWBERRY	CANADA	CLUBS	CLUB STORE	N20O	20Z/600ML	.591L NRP 24L *	14.98	2006	2	4
2/22/2006	3440	 LEMON	MIDWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	63.4	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20z NRP 24L S	1381.97	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	LEISURE	SPORT VENUE	N20O	20Z/600ML	.591L NRP 24L	22.48	2006	2	4
2/22/2006	3441	 RASPBERRY	NORTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	942.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20Z NRP 24L	176.25	2006	2	4
2/22/2006	3440	 LEMON	GREAT LAKES	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	630	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	320	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	285	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	3956.35	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20z NRP 24L S	57.5	2006	2	4
2/22/2006	3554	 STRAWBERRY	GREAT LAKES	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20z NRP 24L S	182.5	2006	2	4
2/22/2006	3441	 RASPBERRY	SOUTHWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	173.75	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	25	2006	2	4
2/22/2006	3440	 LEMON	NORTHEAST	MILITARY/GOVT	MILITARY-OTHER	N56P	500ML 6P	.5L NRP 6P	12.68	2006	2	4
2/22/2006	3441	 RASPBERRY	CANADA	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	.591L NRP 24L *	97.42	2006	2	4
2/22/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	115	2006	2	4
2/22/2006	3440	 LEMON	SOUTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	407.6	2006	2	4
2/22/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P	262.06	2006	2	4
2/22/2006	3440	 LEMON	WEST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	167.5	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	25	2006	2	4
2/22/2006	3440	 LEMON	WEST	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	6.34	2006	2	4
2/22/2006	3554	 STRAWBERRY	WEST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	1135	2006	2	4
2/22/2006	3441	 RASPBERRY	MIDWEST	HEALTHCARE	HEALTH / HOSPITAL	N56P	500ML 6P	.5L NRP 6P	10.56	2006	2	4
